AREA,SITE_ID,SITE_NAME,SURVEY_ID,EVENT_DATE,EVENT_DATE_YEAR,SAMPLE_CODE,SURVEY_RANKED_NGR,SURVEY_RANKED_EASTING,SURVEY_RANKED_NORTHING,SURVEY_LENGTH,SURVEY_WIDTH,SURVEY_AREA,FISHED_WIDTH,FISHED_AREA,SURVEY_METHOD,SURVEY_STRATEGY,NO_OF_RUNS,SURVEY_SPECIES_ID,SPECIES_ID,SPECIES_NAME,LATIN_NAME,RUN1,RUN2,RUN3,RUN4,RUN5,RUN6,ALL_RUNS,SPCSNO,SPCSNO_SE,SPCSPV,SPCSPV_SE,OBSERVED_ABUNDANCE,ZERO_CATCH,SURVEY_STATUS,IS_THIRD_PARTY,IS_SPECIES_SELECTIVE,SURVEY_INSERT_DATE
Exe,9199,Hantons at Exford (Te),151407,16/08/2017,2017,,SS8623037740,286230,137740,63,8.06,507.78,8.06,507.78,ELECTRIC FISHING,SINGLE CATCH SAMPLE,1,668077,111,Brown / sea trout,Salmo trutta,84,,,,,,84,,,,,,No,Completed,No,No,04/09/2017
Exe,9199,Hantons at Exford (Te),155374,06/08/2019,2019,,SS8623037740,286230,137740,63,7.62,480.06,7.62,480.06,ELECTRIC FISHING,SINGLE CATCH SAMPLE,1,696159,118,Atlantic salmon,Salmo salar,87,,,,,,87,,,,,,No,Completed,No,No,17/09/2019
Exe,9199,Hantons at Exford (Te),155374,06/08/2019,2019,,SS8623037740,286230,137740,63,7.62,480.06,7.62,480.06,ELECTRIC FISHING,SINGLE CATCH SAMPLE,1,696160,111,Brown / sea trout,Salmo trutta,78,,,,,,78,,,,,,No,Completed,No,No,17/09/2019
Exe,9199,Hantons at Exford (Te),155374,06/08/2019,2019,,SS8623037740,286230,137740,63,7.62,480.06,7.62,480.06,ELECTRIC FISHING,SINGLE CATCH SAMPLE,1,696161,283,Bullhead,Cottus gobio,6,,,,,,6,,,,,,No,Completed,No,No,17/09/2019
Exe,9199,Hantons at Exford (Te),155374,06/08/2019,2019,,SS8623037740,286230,137740,63,7.62,480.06,7.62,480.06,ELECTRIC FISHING,SINGLE CATCH SAMPLE,1,696162,284,Minnow,Phoxinus phoxinus,78,,,,,,78,,,,,,No,Completed,No,No,17/09/2019
Exe,9199,Hantons at Exford (Te),155374,06/08/2019,2019,,SS8623037740,286230,137740,63,7.62,480.06,7.62,480.06,ELECTRIC FISHING,SINGLE CATCH SAMPLE,1,696163,286,Stone loach,Barbatula barbatula,110,,,,,,110,,,,,,No,Completed,No,No,17/09/2019
Exe,9199,Hantons at Exford (Te),161612,06/09/2022,2022,,SS8623037740,286230,137740,62,8.32,515.84,8.32,515.84,ELECTRIC FISHING,SINGLE CATCH SAMPLE,1,720392,118,Atlantic salmon,Salmo salar,31,,,,,,31,,,,,,No,Completed,No,No,13/10/2022
Exe,9199,Hantons at Exford (Te),161612,06/09/2022,2022,,SS8623037740,286230,137740,62,8.32,515.84,8.32,515.84,ELECTRIC FISHING,SINGLE CATCH SAMPLE,1,720393,111,Brown / sea trout,Salmo trutta,46,,,,,,46,,,,,,No,Completed,No,No,13/10/2022
Exe,9199,Hantons at Exford (Te),161612,06/09/2022,2022,,SS8623037740,286230,137740,62,8.32,515.84,8.32,515.84,ELECTRIC FISHING,SINGLE CATCH SAMPLE,1,720394,283,Bullhead,Cottus gobio,18,,,,,,18,,,,,,No,Completed,No,No,13/10/2022
Exe,9199,Hantons at Exford (Te),161612,06/09/2022,2022,,SS8623037740,286230,137740,62,8.32,515.84,8.32,515.84,ELECTRIC FISHING,SINGLE CATCH SAMPLE,1,720395,284,Minnow,Phoxinus phoxinus,9,,,,,,9,,,,,,No,Completed,No,No,13/10/2022
Exe,9199,Hantons at Exford (Te),161612,06/09/2022,2022,,SS8623037740,286230,137740,62,8.32,515.84,8.32,515.84,ELECTRIC FISHING,SINGLE CATCH SAMPLE,1,720396,286,Stone loach,Barbatula barbatula,67,,,,,,67,,,,,,No,Completed,No,No,13/10/2022
Exe,9199,Hantons at Exford (Te),161612,06/09/2022,2022,,SS8623037740,286230,137740,62,8.32,515.84,8.32,515.84,ELECTRIC FISHING,SINGLE CATCH SAMPLE,1,720403,320,Lamprey sp.,Petromyzontidae,1,,,,,,1,,,,,,No,Completed,No,No,13/10/2022
Exe,9199,Hantons at Exford (Te),163946,06/09/2023,2023,,SS8623037740,286230,137740,59,10.18,600.62,10.18,600.62,ELECTRIC FISHING,SINGLE CATCH SAMPLE,1,734019,118,Atlantic salmon,Salmo salar,13,,,,,,13,,,,,,No,Completed,No,No,09/11/2023
Exe,9199,Hantons at Exford (Te),163946,06/09/2023,2023,,SS8623037740,286230,137740,59,10.18,600.62,10.18,600.62,ELECTRIC FISHING,SINGLE CATCH SAMPLE,1,734020,111,Brown / sea trout,Salmo trutta,28,,,,,,28,,,,,,No,Completed,No,No,09/11/2023
Exe,9199,Hantons at Exford (Te),163946,06/09/2023,2023,,SS8623037740,286230,137740,59,10.18,600.62,10.18,600.62,ELECTRIC FISHING,SINGLE CATCH SAMPLE,1,734021,283,Bullhead,Cottus gobio,17,,,,,,17,,,,,,No,Completed,No,No,09/11/2023
Exe,9199,Hantons at Exford (Te),163946,06/09/2023,2023,,SS8623037740,286230,137740,59,10.18,600.62,10.18,600.62,ELECTRIC FISHING,SINGLE CATCH SAMPLE,1,734022,284,Minnow,Phoxinus phoxinus,43,,,,,,43,,,,,,No,Completed,No,No,09/11/2023
